transmissibility,susceptibility_scale,relative_susceptibility,minimum_transmissibility_scale,transmissibility_scale,transmissibility_midpoint,cluster,"[0,10)","[10,20)","[20,30)","[30,40)","[40,50)","[50,60)","[60,70)","[70,80)",80+,overall_ar
0.056999999999999995,1,0,0.01,0.3,50,4,1.218310146404568e-6,1.3888947468966269e-6,1.9089288352195867e-6,2.278841707952077e-6,2.6600664880563253e-6,2.9754376458813844e-6,3.381796483856646e-6,3.765892391371549e-6,8.01698399731236e-6,2.463468716093888e-6
0.057999999999999996,1,0,0.01,0.3,50,4,1.518562461458407e-6,1.7327791696239381e-6,2.3808628611878548e-6,2.8489206081397902e-6,3.3046479955090814e-6,3.6833238819181465e-6,4.201502049925142e-6,4.660692433336865e-6,8.7366363726415e-6,3.04040461785407e-6
0.059,1,0,0.01,0.3,50,4,1.9738090523751508e-6,2.2542277804501916e-6,3.096447471750951e-6,3.713625863678296e-6,4.281473874890005e-6,4.755532620042465e-6,5.443803063823729e-6,6.0159386964395144e-6,9.825535485110667e-6,3.914810741641825e-6
0.06,1,0,0.01,0.3,50,4,2.7164378706263977e-6,3.1049053208229212e-6,4.263794258564142e-6,5.12461203120237e-6,5.874325239099172e-6,6.503242581432473e-6,7.469657308976242e-6,8.224909494977575e-6,1.159906336604164e-5,5.340767671946725e-6
0.061,1,0,0.01,0.3,50,4,4.032944132463029e-6,4.613023035620478e-6,6.333268347119064e-6,7.626473277666865e-6,8.69731954802353e-6,9.599860875086456e-6,1.1060195694323863e-5,1.2138678339104561e-5,1.4739723084307837e-5,7.86811937368266e-6
0.062,1,0,0.01,0.3,50,4,6.5802654252249454e-6,7.531173749504082e-6,1.0337561449135542e-5,1.2467967730686028e-5,1.4158631040931942e-5,1.558951213195509e-5,1.8006550552001486e-5,1.9708753348939226e-5,2.081249541992557e-5,1.275766074643707e-5
0.063,1,0,0.01,0.3,50,4,1.1942832208213212e-5,1.367449241761287e-5,1.876735466572943e-5,2.2660884196707354e-5,2.5654526503258643e-5,2.8196346114175707e-5,3.2628592859085256e-5,3.5641789425759943e-5,3.359182696155484e-5,2.305020609288666e-5
0.064,1,0,0.01,0.3,50,4,2.4107435515498226e-5,2.7610270401793745e-5,3.78897213670181e-5,4.57834633740495e-5,5.1730633268475535e-5,5.6790974008789906e-5,6.579577873949546e-5,7.178038397931455e-5,6.257486006665535e-5,4.6397001440885304e-5
0.065,1,0,0.01,0.3,50,4,5.345628649076314e-5,6.12323978882378e-5,8.402475164135625e-5,1.0156990952986724e-4,1.1464008077130326e-4,1.257746313038853e-4,1.4581178712169278e-4,1.5896183612284237e-4,1.324921710840263e-4,1.027221869892956e-4
0.066,1,0,0.01,0.3,50,4,1.2775743314407068e-4,1.4635181079224914e-4,2.008196636317449e-4,2.427963317107277e-4,2.7389406663298136e-4,3.004019463382758e-4,3.483634828868933e-4,3.796454787922978e-4,3.0947814646182023e-4,2.453086674637484e-4
0.067,1,0,0.01,0.3,50,4,3.2267877897113463e-4,3.6965171695888357e-4,5.071978041110153e-4,6.132451640339228e-4,6.916141710584357e-4,7.584322665248915e-4,8.796017240823388e-4,9.58409684527355e-4,7.736818582590559e-4,6.193114131098345e-4
0.068,1,0,0.01,0.3,50,4,8.460554461193654e-4,9.692110608471358e-4,0.0013296904670006186,0.001607601889600672,0.0018127550057932297,0.001987675965962895,0.002305053292721155,0.00251119479712163,0.002019422189634875,0.001623123679443045
0.069,1,0,0.01,0.3,50,4,0.002262016206000885,0.002591162097696758,0.0035537679159755742,0.004295397400675943,0.004842532862343332,0.00530895986952272,0.006154527539986495,0.006703165964218256,0.005384786993437536,0.004335881121080113
0.07,1,0,0.01,0.3,50,4,0.006017326260345857,0.006891944294098784,0.009444339317323339,0.011406975648183932,0.01285387060765714,0.014086635421291521,0.0163144700001812,0.017757461834092398,0.014275561627031858,0.0115093206433282
0.07100000000000001,1,0,0.01,0.3,50,4,0.015250073072572387,0.01746051348665055,0.023877398738547304,0.028787609779994585,0.03240224230646917,0.03547746642890576,0.04099058501708486,0.044547521636353164,0.035921506711044576,0.029015686291138966
0.07200000000000001,1,0,0.01,0.3,50,4,0.034240408029923466,0.03917458353363736,0.053342261473590995,0.06407424619254194,0.07195157397860352,0.07863276844606912,0.09041194994770949,0.09795169630932865,0.07950336027994369,0.06444751720735732
0.07300000000000001,1,0,0.01,0.3,50,4,0.06299940030417364,0.07199654458454006,0.09739251121740744,0.11633260645020112,0.13017414995884727,0.1418570210751989,0.16192817362030817,0.17462373523126942,0.14313938115434155,0.11665443073998284
0.074,1,0,0.01,0.3,50,4,0.09333176341175314,0.10653186377698998,0.14309731390419833,0.1699125039224464,0.18941987629070328,0.20579619963809506,0.23314830501790232,0.250234805162249,0.2072351435335815,0.16985775519474552
0.075,1,0,0.01,0.3,50,4,0.11768552370634203,0.13419615091024048,0.1792184423667424,0.21178168838375336,0.23538345333817762,0.2551060047264352,0.28728772506087236,0.3071917525166511,0.25648769486906586,0.2112086943433257
0.076,1,0,0.01,0.3,50,4,0.13535579128319075,0.15422884479735918,0.20509497035403365,0.24151201741967948,0.26783435781279563,0.2897526862730257,0.32491153751680035,0.34650137748171317,0.2910075162295964,0.24045432036581743
0.077,1,0,0.01,0.3,50,4,0.14866620220773982,0.1692932797299895,0.22439633453683416,0.2635441056675941,0.29177850308203485,0.31522317684333345,0.3523550138129382,0.3750349018356818,0.3163467185784592,0.26206663336429675
0.078,1,0,0.01,0.3,50,4,0.15963423166589685,0.1816881169274847,0.24017513360221465,0.28146448578771577,0.31118701934032805,0.3358079914925925,0.37440411154925446,0.3978760416187382,0.3368065434594601,0.27960875004226277
0.079,1,0,0.01,0.3,50,4,0.1694072831000515,0.1927176661630649,0.2541379342857701,0.29725406685355693,0.32823688752925745,0.3538449089040819,0.39362857994083067,0.41772998770380476,0.35472153193952866,0.29503823205216145
0.08,1,0,0.01,0.3,50,4,0.1785509331180177,0.20302404388028908,0.2671183815447641,0.311874571233088,0.34398104021948783,0.37046117178855764,0.41125868890671974,0.43588627632071153,0.3712152870746261,0.30930317913718414
0.081,1,0,0.01,0.3,50,4,0.18732992663942766,0.2129076259008352,0.27950516739642595,0.32577343908919465,0.35890875942934336,0.3861801162297882,0.4278646387945586,0.45294206926385183,0.3868092364646531,0.32284452754273313
0.082,1,0,0.01,0.3,50,4,0.19586672508918304,0.2225073547460721,0.2914784192134639,0.3391585519164123,0.3732477969629083,0.40124577317579624,0.4437136152568415,0.4691781185659767,0.4017468150314333,0.33586757009331464
0.08299999999999999,1,0,0.01,0.3,50,4,0.20421873646893499,0.23188843533217463,0.30312353013249466,0.35212944809965097,0.38710794396803117,0.41577647666251166,0.4589370801636073,0.4847338437596339,0.41614648298366236,0.34847119147766803
0.08399999999999999,1,0,0.01,0.3,50,4,0.21241385933176854,0.24108265215215405,0.3144831260630115,0.36473688396731563,0.40054596511517415,0.4298341307112734,0.47360567847341634,0.49968538625744924,0.4300706047509589,0.3607063900907566
0.08499999999999999,1,0,0.01,0.3,50,4,0.22046664882592115,0.25010668860092083,0.3255805481672797,0.3770096301941829,0.4135947307994925,0.44345521265855253,0.487762596899487,0.5140802645809025,0.44355624483293077,0.3726025623593946
0.086,1,0,0.01,0.3,50,4,0.22838556241520813,0.2589703298276399,0.3364303150494386,0.3889663653276321,0.42627611602322424,0.45666447250286796,0.501438246023284,0.5279525930607616,0.45662876590564694,0.38417915407849557
0.087,1,0,0.01,0.3,50,4,0.2361762040770701,0.26768013460919077,0.34704278504688346,0.4006209547403707,0.4386067118690793,0.46948098681832096,0.5146567140634464,0.5413297498777729,0.46930782800351795,0.39545082342935295
0.088,1,0,0.01,0.3,50,4,0.24384283615887944,0.2762411427132462,0.35742631847239803,0.4119849003850343,0.4506004762630595,0.4819209685169948,0.5274387824208159,0.5542355099764379,0.48161018351062546,0.4064298422976753
0.089,1,0,0.01,0.3,50,4,0.25138901495237753,0.28465759289406073,0.36758818287591793,0.4230683625727706,0.46226983746113715,0.4939989347700315,0.5398031745997728,0.5666913405916651,0.49355083723414167,0.4171270970243144
0.09,1,0,0.01,0.3,50,4,0.2588179506295641,0.292933329475288,0.3775350686884804,0.43388074629998974,0.4736263302890212,0.5057283831336062,0.5517672903361471,0.5787171710560495,0.5051437215461493,0.42755266567677247
0.091,1,0,0.01,0.3,50,4,0.2661326286847269,0.3010719391524458,0.3872732624518678,0.4444308998954125,0.4846808131417305,0.5171220235462839,0.5633474658871169,0.590331672769925,0.5164019308820974,0.4377160162152613
0.092,1,0,0.01,0.3,50,4,0.27333582469140777,0.3090767672715371,0.3968086684337587,0.45472714317669183,0.49544350151263633,0.5281918168821659,0.5745590293391408,0.6015523279630575,0.5273377642821812,0.44762603839961335
0.093,1,0,0.01,0.3,50,4,0.28043026249521164,0.316951096416321,0.4061470403189056,0.46477753731490623,0.5059242647022731,0.5389492935079904,0.5854166602841648,0.6123958161523871,0.5379630486559044,0.4572913127262551
0.094,1,0,0.01,0.3,50,4,0.28741856325093457,0.3246980887850183,0.4152939092129714,0.47458980609868556,0.5161325431327006,0.549405468180354,0.5959343089235813,0.622877938558918,0.5482890568883141,0.4667200365909852
0.095,1,0,0.01,0.3,50,4,0.29430317055841837,0.3323207023135691,0.4242544795691575,0.48417122144441727,0.5260772280453613,0.5595707162042756,0.6061250730210982,0.6330134984107856,0.5583263857477595,0.47591991576396225
0.096,1,0,0.01,0.3,50,4,0.3010865034384048,0.3398218622929017,0.4330338520733491,0.49352886418149494,0.5357669481462958,0.5694550809418172,0.6160015484168613,0.6428166791117741,0.5680852706340036,0.48489842457383364
0.097,1,0,0.01,0.3,50,4,0.3077709671912452,0.3472044745764101,0.4416370423111659,0.5026696468731249,0.5452100959429366,0.5790683033612066,0.6255758641465141,0.6523010834381876,0.5775756149755497,0.4936628294605676
0.098,1,0,0.01,0.3,50,4,0.3143587576786032,0.3544712031472056,0.45006870105031416,0.5116000037814037,0.5544144981899649,0.5884194787632289,0.6348593363744697,0.6614793912468234,0.5868066545623457,0.5022198926007595
0.099,1,0,0.01,0.3,50,4,0.3208520967314028,0.36162473842434206,0.45833345778398854,0.5203262797247753,0.563387835826831,0.597517500714177,0.6438629366993898,0.6703638390138987,0.5957873963812598,0.5105762497555706
0.1,1,0,0.01,0.3,50,4,0.32725305671502075,0.36866759750120454,0.46643566995543995,0.5288544532000019,0.5721373502104415,0.6063707554878917,0.6525969872244212,0.678965920510474,0.6045263213015641,0.5187381462934512
0.101,1,0,0.01,0.3,50,4,0.33356373014001256,0.3756023163054084,0.4743796684856311,0.5371904152579907,0.5806701443362331,0.6149874404775801,0.661071501267015,0.6872967391085422,0.6130317018161487,0.5267117091225767
0.10200000000000001,1,0,0.01,0.3,50,4,0.339786083547359,0.3824312839282802,0.4821695511462276,0.5453397421913465,0.5889929429396676,0.6233753160677945,0.6692959355293677,0.6953667642062634,0.6213113589234363,0.5345027304373945
0.103,1,0,0.01,0.3,50,4,0.345922038250849,0.38915683515567306,0.48980930102878567,0.5533078288845474,0.5971122359237386,0.6315418567188706,0.6772793475130983,0.7031859910088917,0.6293728108278952,0.5421167965748852
0.104,1,0,0.01,0.3,50,4,0.35197350024367136,0.3957812826543806,0.4973028297632458,0.5610999432757761,0.6050343406352505,0.6394943200822096,0.6850304846466794,0.710764043361804,0.6372233475272219,0.5495593454030875
0.105,1,0,0.01,0.3,50,4,0.3579421276600592,0.4023066577013957,0.5046536533397996,0.5687208619739864,0.6127650129710217,0.6472393406076826,0.6925573509235379,0.7181097269731328,0.6448696206237465,0.556835312536795
0.106,1,0,0.01,0.3,50,4,0.36382989164645313,0.4087353360836931,0.5118656802177493,0.5761757628183026,0.6203104047150714,0.6547839344760449,0.6998682936585139,0.7252321604609736,0.6523186617385058,0.5639500019744824
0.107,1,0,0.01,0.3,50,4,0.36963846327366817,0.4150693561569472,0.518942355711538,0.5834692569772377,0.6276760275543853,0.6621344146016002,0.7069708287922741,0.7321395518442703,0.6595767790592469,0.5709081425213292
0.108,1,0,0.01,0.3,50,4,0.37536933972368425,0.4213105559825387,0.5258868390567835,0.590605600299576,0.6348669860356297,0.6692966407735326,0.7138719409283102,0.7388395312493607,0.666649822961206,0.5777141016499396
0.109,1,0,0.01,0.3,50,4,0.38102424577333555,0.4274610242733472,0.5327025671632084,0.5975893232663461,0.6418886481226859,0.6762767187443307,0.7205788173434619,0.7453398998894241,0.6735438860477809,0.5843724940686388
0.11,1,0,0.01,0.3,50,4,0.38660470058003904,0.43352261636838607,0.5393926514617868,0.6044245552375326,0.6487459257167643,0.6830802505509447,0.7270980515163701,0.7516478100833195,0.6802645462224094,0.5908875268961487
0.111,1,0,0.01,0.3,50,4,0.3921122387709996,0.4394972005389309,0.5459601874502114,0.6111153764519178,0.6554436532931514,0.6897127326803707,0.7334360791681607,0.757770223522676,0.6868172725391598,0.5972633446993441
0.112,1,0,0.01,0.3,50,4,0.39754830613069575,0.44538654249545395,0.5524081110299833,0.6176656560640782,0.6619864147248757,0.6961793748146626,0.7395989825629282,0.7637137077391297,0.693207241099237,0.6035038714082277
0.113,1,0,0.01,0.3,50,4,0.40291433794751813,0.45119239303554076,0.558739310602907,0.6240791803036427,0.6683786823956237,0.7024852479059048,0.7455926503430546,0.7694846015864473,0.6994394828403494,0.6096129360869015
0.114,1,0,0.01,0.3,50,4,0.4082117074998238,0.4569164281162385,0.5649565527194182,0.6303595737192671,0.6746247349023364,0.7086351993084309,0.751422703916331,0.7750889515530275,0.7055188070091395,0.6155942000101973
0.115,1,0,0.01,0.3,50,4,0.4134417913928338,0.4625603261932138,0.571062579189916,0.6365104028864152,0.680728766547849,0.7146339667098107,0.7570945984947866,0.7805326016747273,0.7114499037563032,0.6214512533805658
0.116,1,0,0.01,0.3,50,4,0.4186058812742823,0.4681256650187539,0.5770599819731538,0.6425350459968876,0.6866947529308081,0.7204860418547954,0.7626135056981497,0.7858210909448362,0.7172372199488217,0.6271874951060549
0.117,1,0,0.01,0.3,50,4,0.42370528152671505,0.47361403556871623,0.5829513418815457,0.6484368392624423,0.6925266026466861,0.7261958249310247,0.7679844538006384,0.7909597824266743,0.7228851035035312,0.6328062691601297
0.118,1,0,0.01,0.3,50,4,0.42874114844058525,0.4790268590521607,0.5887390080137571,0.6542188429742735,0.6982279169316197,0.7317673823541598,0.7732120998404178,0.7959536480456929,0.7283975685794885,0.6383106462397798
0.119,1,0,0.01,0.3,50,4,0.4337148124036084,0.4843657480486421,0.594425540877072,0.6598843261563399,0.7038024966569374,0.737204966902607,0.7783012562422773,0.8008077921971624,0.7337788137943018,0.6437038853248884
0.12,1,0,0.01,0.3,50,4,0.43862736704551303,0.48963204706123703,0.6000131485372932,0.6654361490492475,0.7092536956136114,0.7425123533095789,0.7832562169619491,0.8055267814995178,0.7390325603150244,0.6489888448673408
0.121,1,0,0.01,0.3,50,4,0.4434799691792603,0.49482716899725543,0.6055041017077983,0.6708772193007632,0.7145849006304357,0.7476933341489562,0.788081261475308,0.8101151467637153,0.7441625434094097,0.6541684189954979
0.122,1,0,0.01,0.3,50,4,0.44827377812292013,0.4999525257271735,0.6109006499100812,0.6762104031804915,0.7197994396425087,0.7527516261559833,0.7927805675356295,0.814577301272726,0.7491724236037577,0.6592454542215784
0.123,1,0,0.01,0.3,50,4,0.45300966156428835,0.5050092042298944,0.6162046231110061,0.6814380827543263,0.7249001156170761,0.757690389510036,0.7973577042616462,0.8189170238384994,0.7540652968431327,0.664222323093626
0.124,1,0,0.01,0.3,50,4,0.4576889328699189,0.509998778527764,0.6214184307743572,0.6865632683093029,0.7298903790528559,0.7625134389183819,0.8018169163871824,0.8231387742922209,0.7588449303635457,0.6691019975001181
0.125,1,0,0.01,0.3,50,4,0.46231266108775254,0.5149225539229647,0.6265441308731988,0.6915885542555696,0.734773223650298,0.7672240996876443,0.8061618892398739,0.827246413326212,0.7635145850439937,0.6738870357168115
0.126,1,0,0.01,0.3,50,4,0.46688161720890153,0.5197814994938321,0.6315833560956693,0.6965160607320225,0.7395511396026329,0.7718251730147762,0.8103957706927095,0.8312432646355706,0.7680770023553891,0.6785795422319815
0.127,1,0,0.01,0.3,50,4,0.4713969125964075,0.5245769598063375,0.6365381788458224,0.7013483707474306,0.744227084722853,0.7763199239007312,0.8145221561907632,0.8351330817856097,0.7725353894122147,0.6831820544430885
0.128,1,0,0.01,0.3,50,4,0.475859433909834,0.5293100262386182,0.6414103517597928,0.7060877103110706,0.7488036379120022,0.7807112230664327,0.8185442328333974,0.8389192068228564,0.7768925603088351,0.6876967674110164
0.129,1,0,0.01,0.3,50,4,0.4802701418572514,0.5339818718438772,0.6462017024334021,0.7107363606285543,0.753283414325594,0.7850019578884968,0.8224651654166629,0.8426049346630666,0.7811513419853285,0.6921259164097374
0.13,1,0,0.01,0.3,50,4,0.4846299317654716,0.5385935918308431,0.6509139554805344,0.7152964882540419,0.7576689064524738,0.7891948870305487,0.8262879929125561,0.8461934385087428,0.7853144390856939,0.69647162862201
0.131,1,0,0.01,0.3,50,4,0.4889397498015819,0.5431463390543719,0.6555488865238965,0.7197702923404743,0.7619626229718683,0.793292768430067,0.8300157135920164,0.8496878243877696,0.7893845485440338,0.7007360502266343
0.132,1,0,0.01,0.3,50,4,0.493200343454739,0.5476410405181584,0.6601079850498418,0.7241596543632555,0.7661667357045262,0.7972980100949285,0.8336509734571939,0.8530908508637441,0.7933640237016734,0.7049210250591488
0.133,1,0,0.01,0.3,50,4,0.4974126543099983,0.5520788375996573,0.6645929862790069,0.7284667085457673,0.7702836683355825,0.8012132667972455,0.837196645710449,0.8564054873369825,0.7972554616187361,0.7090286314071147
0.134,1,0,0.01,0.3,50,4,0.5015774377046193,0.5564606617665148,0.6690053591235801,0.732693290549481,0.7743155251085809,0.8050408581255626,0.8406552566923332,0.8596343537410976,0.8010611285624281,0.7130606597220428
0.135,1,0,0.01,0.3,50,4,0.5056954825141436,0.56078747797077,0.6733466048075744,0.7368412674881654,0.7782644404115389,0.8087831324199621,0.8440293636132923,0.8627801029621022,0.8047833221417232,0.7170189318986943
0.136,1,0,0.01,0.3,50,4,0.5097675812816214,0.5650602609207734,0.6776182081954922,0.7409124502931846,0.7821324607089712,0.8124423195266091,0.8473213349685028,0.8658451551116305,0.8084242076459828,0.7209051949714572
0.137,1,0,0.01,0.3,50,4,0.5137945760125111,0.5692800263714677,0.6818217123879449,0.7449087389560138,0.7859217414224108,0.8160207766473564,0.8505337294627566,0.8688321591337106,0.8119861007659421,0.7247212984514984
0.138,1,0,0.01,0.3,50,4,0.5177771813733851,0.5734476545258004,0.6859584726313828,0.7488317974990624,0.7896341697814107,0.8195205651277082,0.8536687510013274,0.8717433765396511,0.8154710076716071,0.7284688510863692
0.139,1,0,0.01,0.3,50,4,0.5217160715804603,0.5775639784704567,0.6900297796679802,0.752683215254116,0.7932715523288805,0.8229436615154903,0.8567285146683717,0.8745809787427486,0.8188808497867869,0.7321493905943971
0.14,1,0,0.01,0.3,50,4,0.5256119548046396,0.581629864721023,0.6940369547907197,0.7564646084649574,0.7968357156072164,0.8262920545117542,0.8597151460125455,0.87734714657481,0.8222175688768469,0.7357644776236748
0.14100000000000001,1,0,0.01,0.3,50,4,0.5294654780524126,0.5856461121349559,0.6979812277422913,0.7601774846704861,0.8003283679394264,0.8295676077633487,0.8626306310462075,0.8800439144941109,0.8254829767049489,0.7393155672463169
0.14200000000000002,1,0,0.01,0.3,50,4,0.5332774374662522,0.5896136764422714,0.7018640102607772,0.76382354734103,0.8037514150889415,0.8327723806876483,0.8654771617296071,0.8826735250862954,0.8286790937002463,0.7428043007018028
0.14300000000000002,1,0,0.01,0.3,50,4,0.5370484416843737,0.5935333164186003,0.7056864570194716,0.7674041921908169,0.8071064267219628,0.8359080736945406,0.8682565118498419,0.8852377727764745,0.8318075599297349,0.7462320129597686
0.14400000000000002,1,0,0.01,0.3,50,4,0.54077924338489,0.5974059342777285,0.7094499014202861,0.7709210312446781,0.8103952087914089,0.8389766402970549,0.8709707675067075,0.8877387969350088,0.8348702939570848,0.7496002597960131
0.14500000000000002,1,0,0.01,0.3,50,4,0.5444702598460162,0.6012320707026885,0.7131552211713782,0.7743751522083734,0.8136190023337996,0.8419794375808476,0.8736213568179514,0.8901780496409231,0.8378686014078084,0.7529100816937352
0.14600000000000002,1,0,0.01,0.3,50,4,0.5481222607268854,0.605012650150708,0.7168037502210006,0.777768135870321,0.8167795575217222,0.8449183397894461,0.8762102338366136,0.8925575064194742,0.8408043108928497,0.7561629897930221
0.14700000000000002,1,0,0.01,0.3,50,4,0.5517358012936795,0.6087483541347162,0.7203965301603452,0.7811012549115552,0.81987831008111145,0.8477949058905393,0.8787390592851901,0.8948788682555555,0.8436789455796295,0.7593602090228174
0.14800000000000002,1,0,0.01,0.3,50,4,0.5553114964917512,0.6124399361169977,0.7239346694602713,0.7843758257058684,0.8229167203846676,0.8506107000351854,0.8812094471516633,0.8971437568605645,0.8464940208209342,0.7625029907603932
0.14900000000000002,1,0,0.01,0.3,50,4,0.5588499166088392,0.6160880933765617,0.7274192097406248,0.7875931010645352,0.8258961874008107,0.8533672283513654,0.8836229768640587,0.8993537747075622,0.849251004976317,0.765592532236633
0.15,1,0,0.01,0.3,50,4,0.5623516295281712,0.6196935236292228,0.7308511774013154,0.7907543004484446,0.8288180659756087,0.8560659436145502,0.8859811496078818,0.9015104329651443,0.8519513039322228,0.7686299943918288
0.151,1,0,0.01,0.3,50,4,0.5658171641820158,0.6232568737668055,0.7342315432338054,0.793860593511688,0.8316836617831889,0.8587082503119198,0.888285439392476,0.9036152273361926,0.8545962897613529,0.7716164934986041
0.152,1,0,0.01,0.3,50,4,0.569247127070739,0.6267788774632455,0.7375613660916669,0.7969132290058171,0.8344943516145099,0.8612956155222776,0.8905373615303896,0.9056696814771297,0.85718739225134,0.7745532161237968
0.153,1,0,0.01,0.3,50,4,0.5726420073514785,0.6302601411046466,0.7408415489064908,0.7999132816300729,0.837251329433762,0.863829317720035,0.8927382301442468,0.9076751135899322,0.8597258470147164,0.7774411808961269
0.154,1,0,0.01,0.3,50,4,0.5760022218553394,0.6337011856143675,0.7440728868159375,0.8028617123476282,0.8399556716706026,0.8663105164471232,0.8948892569006458,0.9096327518106475,0.8622127806545199,0.780281302734765
0.155,1,0,0.01,0.3,50,4,0.579328443720871,0.6371028140224005,0.7472565025691871,0.8057598219227939,0.8426087948199037,0.8687407063876569,0.8969919649116403,0.9115441142719898,0.8646496512385217,0.7830748119179953
0.156,1,0,0.01,0.3,50,4,0.5826212675064885,0.640465739675737,0.7503934069197702,0.808608789398166,0.8452119875427258,0.8711212503680231,0.899047750667231,0.9134105985544262,0.8670377903688066,0.7858228240491512
0.157,1,0,0.01,0.3,50,4,0.5858808218818319,0.6437901692882938,0.7534840057578673,0.8114091424828404,0.8477658721491026,0.8734528409075875,0.9010573367285322,0.9152329382648283,0.8693778476598922,0.7885258393547336
0.158,1,0,0.01,0.3,50,4,0.5891078005902376,0.6470769213077734,0.7565294213940925,0.8141621677369467,0.8502718359601763,0.875736929757513,0.9030221948947751,0.9170125952850235,0.8716712473532633,0.7911850701917394
0.159,1,0,0.01,0.3,50,4,0.5923027003669225,0.65032659876228,0.7595305182579071,0.8168688780119466,0.852730990819243,0.8779746959103105,0.904943533137239,0.9187507794181283,0.8739191374686383,0.7938014750363941
0.16,1,0,0.01,0.3,50,4,0.595465939064441,0.6535397177735023,0.7624880503968486,0.8195301588629902,0.855144309751621,0.8801671705715174,0.9068223994900717,0.9204485352045404,0.8761225175317411,0.7963758870498521
0.161,1,0,0.01,0.3,50,4,0.5985979625051415,0.6567168237484812,0.7654028030925009,0.8221469277034686,0.8575127973097617,0.8823154159118279,0.9086598723201083,0.9221069362209545,0.8782824187843019,0.7989091699211949
0.162,1,0,0.01,0.3,50,4,0.6016992307597856,0.6598584748669741,0.7682755745894259,0.8247201161703882,0.8598374717526251,0.8844205071755062,0.9104570470402994,0.9237270751195584,0.8803998893780117,0.801402201568877
0.163,1,0,0.01,0.3,50,4,0.6047701403515235,0.6629651626950338,0.7711070697232906,0.8272505393983756,0.8621192208611976,0.8864833778827733,0.9122148548070054,0.925309869881203,0.8824758291772483,0.8038557439324274
0.164,1,0,0.01,0.3,50,4,0.60781112944703,0.6660374190636013,0.7738980461793693,0.8297390788651748,0.8643590057564663,0.8885050405805012,0.9139343236166648,0.926856343910888,0.8845112252133805,0.8062706261597806
0.165,1,0,0.01,0.3,50,4,0.6108226124984928,0.669075750070155,0.7766492235448678,0.8321865677379887,0.8665577326089158,0.8904864474764047,0.9156164121134216,0.9283674470636091,0.8865070025051386,0.8086476293536973
0.166,1,0,0.01,0.3,50,4,0.6138049958333917,0.6720806517961757,0.779361305288505,0.8345938188858857,0.8687162841883073,0.8924285248936435,0.9172620509596678,0.9298441003530931,0.8884640609429801,0.8109875148385571
0.167,1,0,0.01,0.3,50,4,0.6167586778614317,0.6750526105607195,0.7820349792045522,0.8369616254775077,0.8708355205818202,0.8943321740959697,0.9188721437894511,0.931287196970465,0.8903832760982963,0.8132910247676244
0.168,1,0,0.01,0.3,50,4,0.6196840492750672,0.6779921031662025,0.7846709178423104,0.8392907615580861,0.8729162798865449,0.8961982720824537,0.9204475681244627,0.9326976032615611,0.8922655000022359,0.8155588827083805
0.169,1,0,0.01,0.3,50,4,0.622581515085852,0.6808996208567503,0.7872698076625614,0.8415820137449511,0.8749594110180131,0.8980277049658236,0.9219892087624478,0.9340761914945894,0.8941115946219894,0.8177918236619657
0.17,1,0,0.01,0.3,50,4,0.6254513838025578,0.6837755504255234,0.7898322013100831,0.8438360163349339,0.8769656005245374,0.8998211895268285,0.9234977724863231,0.935423654137779,0.8959222503504931,0.8199904362858853
0.171,1,0,0.01,0.3,50,4,0.6282940917518558,0.6866204121732141,0.7923588210339182,0.8460535997170411,0.8789357444863467,0.9015796617631132,0.9249742053683925,0.9367409298982673,0.8976983855154728,0.8221554998018789
0.17200000000000001,1,0,0.01,0.3,50,4,0.6311099784068066,0.6894346243806231,0.7948502512384099,0.8482354282914902,0.880870556753221,0.9033038629375251,0.9264192357368368,0.938028730393452,0.899440716642171,0.8242876306383949
0.17300000000000001,1,0,0.01,0.3,50,4,0.6338993655117791,0.6922185835374481,0.7973070504261889,0.8503821413040105,0.8827707268197434,0.9049945113291791,0.9278335757798291,0.9392877554666476,0.9011499400449586,0.8263874234041478
0.17400000000000002,1,0,0.01,0.3,50,4,0.6366627027745131,0.6949728247126017,0.7997299418704863,0.8524945533473532,0.8846371214917406,0.9066525013131738,0.9292181083802965,0.9405188683409899,0.9028269303186642,0.8284556362000549
0.175,1,0,0.01,0.3,50,4,0.6394002310263333,0.6976976542842297,0.8021193690158899,0.8545731756071236,0.886470295621895,0.9082784128315564,0.9305734070538363,0.9417226328108249,0.904472245906208,0.8304927429591071
0.176,1,0,0.01,0.3,50,4,0.6421123185091447,0.70039351665853955,0.804475939621787,0.8566186942992937,0.8882709812047347,0.9098730018978178,0.9319002161719115,0.9428997763303524,0.9060866234678251,0.8324993808686755
0.177,1,0,0.01,0.3,50,4,0.6447992945344834,0.7030608128958282,0.806800206219444,0.8586317342859154,0.8900398458323802,0.9114369584641264,0.9331992140470465,0.9440509616521703,0.9076707338097212,0.834476129363849
0.178,1,0,0.01,0.3,50,4,0.6474614823960679,0.7056999366260448,0.8090927097015694,0.8606129061006572,0.8917775408274383,0.9129709547467875,0.9344710603084755,0.945176832553836,0.9092252305746635,0.8364235541216346
0.179,1,0,0.01,0.3,50,4,0.6500991995132606,0.7083112742251806,0.8113539796236723,0.8625628063450487,0.8934847017126595,0.914475645758952,0.9357163965000476,0.9462780144664358,0.9107507507605354,0.838342207456715
